@ HyperIMU -ianovir - 2018
@ Date:Tue Dec 10 13:37:45 GMT+05:30 2019, Sampling Rate:100ms

ST_LIS3DHTR.x,ST_LIS3DHTR.y,ST_LIS3DHTR.z,GRAVITY.x,GRAVITY.y,GRAVITY.z,GPS.lat,GPS.long,GPS.alt,NMEA.a,NMEA.b,NMEA.c
-0.102,-0.134,9.785,-0.065383,-0.11618,9.80574,28.718099999999996,77.13314999999999,190.8,$BDGSV.4.2.13.07.49.105.28.7.10.46.149.24.1.03.40.127..16.40.062.14.7*7F,$BDGSV.4.3.13.06.37.066..20.24.317..25.17.041..01.15.104.*6A,$BDGSV.4.4.13.13.12.181.17.1*4A
-0.102,-0.134,9.785,-0.073715,-0.112976,9.80571,28.718099999999996,77.13314999999999,190.8,$GAGSV.1.1.4.24.59.094.23.9.09.36.083.18.9.03.25.306..15.12.299.*50,$GNRMC.080830.000.A.2843.0860.N.07707.9890.E.0.000.110.52.101219...A*42,$GNVTG.110.52.T..M.0.000.N.0.000.K.A*24
-0.102,-0.134,9.785,-0.075683,-0.112335,9.80571,28.718099999999996,77.13314999999999,190.8,$PMTKTSX1.69386.-2877.379.36.259.35.729.61260000.-0.269364.-0.287738.0.317718.-0.210381.1.460387.-0.284*7A,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
-0.102,-0.134,9.707,-0.070693,-0.112518,9.80574,28.718099999999996,77.13314999999999,190.8,$GNACCURACY.4.1*13,$PMTKAGC.080830.000.4706.4859.6705.6574.0.0.0*6B, 
-0.18,-0.134,9.707,-0.068984,-0.112777,9.805756,28.718099999999996,77.13314999999999,190.8, , , 
-0.18,-0.134,9.707,-0.159576,-0.115386,9.804672,28.718099999999996,77.13314999999999,190.8, , , 
0.054,-0.134,9.785,-0.213394,-0.121231,9.803574,28.718101666666666,77.133145,191.5,$GPGSA.A.3.31.22.32.26.01.16.03.14.....1.06.0.69.0.80*05,$GLGSA.A.3.71.73.74.70.........1.06.0.69.0.80*18,$BDGSA.A.3.23.13.16.07.10........1.06.0.69.0.80*11
-0.259,-0.134,9.864,-0.20935,-0.123382,9.803635,28.718101666666666,77.133145,191.5,$GAGSA.A.3.09.24...........1.06.0.69.0.80*1C,$GPGSV.4.1.15.31.64.029.23.6.41.55.167.33.0.22.50.316.10.8.14.47.040.17.5*78,$GPGSV.4.2.15.26.40.145.33.6.01.36.265.13.6.194.35.062..03.28.320.14.0*51
-0.416,-0.134,9.785,-0.196289,-0.118118,9.80397,28.718101666666666,77.133145,191.5,$GPGSV.4.3.15.32.28.069.12.0.193.22.114.11.0.16.19.169.17.4.10.15.136.*5E,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.065.16.1.71.55.025.17.4.70.32.097.16.8.72.25.327.*44
-0.337,-0.212,9.864,-0.204376,-0.113723,9.803848,28.718101666666666,77.133145,191.5,$GLGSV.3.2.9.74.13.200.24.2.80.13.029..87.08.297..86.07.243.*42,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.17.9.09.55.034..02.55.166..05.50.215.*76
0.289,-0.055,9.629,-0.18048,-0.113632,9.804321,28.718101666666666,77.133145,191.5,$BDGSV.4.2.13.07.49.105.29.0.10.46.149.24.1.03.40.127..16.40.062.12.1*79,$BDGSV.4.3.13.06.37.066..20.24.317..25.17.041..01.15.104.*6A,$BDGSV.4.4.13.13.12.181.17.1*4A
0.132,-0.134,9.707,-0.1053,-0.111312,9.80545,28.718101666666666,77.133145,191.5,$GAGSV.1.1.4.24.59.094.24.0.09.36.083.15.5.03.25.306..15.12.299.*5F,$GNRMC.080831.000.A.2843.0861.N.07707.9887.E.0.000.110.52.101219...A*44,$GNVTG.110.52.T..M.0.000.N.0.000.K.A*24
0.054,-0.134,9.785,-0.095611,-0.109924,9.805557,28.718101666666666,77.133145,191.5,$PMTKTSX1.70386.-2833.482.36.227.35.711.61320000.-0.265570.-0.283348.0.595840.-0.210381.1.460387.-0.284*70,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
0.132,0.022,9.785,-0.079498,-0.115112,9.805649,28.718101666666666,77.133145,191.5,$GNACCURACY.4.1*13,$PMTKAGC.080831.000.4489.4482.6680.6482.0.0.0*60, 
-0.18,-0.212,9.785,-0.007278,-0.119003,9.805923,28.718101666666666,77.133145,191.5, , , 
0.289,-0.055,9.629,0.022949,-0.124923,9.805817,28.718101666666666,77.133145,191.5, , , 
-0.024,-0.055,9.629,0.090805,-0.126602,9.805405,28.718096666666664,77.133135,192.9,$GPGSA.A.3.31.22.32.26.01.16.03.14.....1.06.0.69.0.80*05,$GLGSA.A.3.71.73.74.70.........1.06.0.69.0.80*18,$BDGSA.A.3.23.13.16.07.10........1.06.0.69.0.80*11
-0.024,-0.134,9.707,0.126525,-0.123168,9.805054,28.718096666666664,77.133135,192.9,$GAGSA.A.3.09.24...........1.06.0.69.0.80*1C,$GPGSV.4.1.15.31.64.029.22.8.41.55.167.33.0.22.50.316.10.8.14.47.040.18.1*7C,$GPGSV.4.2.15.26.40.145.25.8.01.36.265.13.6.194.35.062..03.28.320.14.4*5C
0.289,-0.134,9.707,0.120971,-0.119094,9.805176,28.718096666666664,77.133135,192.9,$GPGSV.4.3.15.32.28.069.12.0.193.22.114.11.0.16.19.169.17.7.10.15.136.*5D,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.065.16.0.71.55.025.17.6.70.32.098.16.7.72.25.327.*47
0.289,0.022,9.707,0.165786,-0.117172,9.804535,28.718096666666664,77.133135,192.9,$GLGSV.3.2.9.74.13.200.21.3.80.13.029..87.08.297..86.07.243.*46,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.18.1.09.55.034..02.55.166..05.50.215.*71
0.132,-0.212,9.864,0.224624,-0.111511,9.803436,28.718096666666664,77.133135,192.9,$BDGSV.4.2.13.07.49.105.29.5.10.46.149.23.6.03.40.127..16.40.062.12.1*7C,$BDGSV.4.3.13.06.37.066..20.24.317..25.17.041..01.15.104.*6A,$BDGSV.4.4.13.13.12.181.17.1*4A
-0.024,-0.134,9.707,0.19902,-0.109649,9.804016,28.718096666666664,77.133135,192.9,$GAGSV.1.1.4.24.59.094.21.0.09.36.083.15.5.03.25.306..15.12.299.*5A,$GNRMC.080832.000.A.2843.0858.N.07707.9881.E.0.000.110.52.101219...A*4B,$GNVTG.110.52.T..M.0.000.N.0.000.K.A*24
0.054,-0.055,9.785,0.139801,-0.113159,9.804993,28.718096666666664,77.133135,192.9,$PMTKTSX1.71386.-2792.743.36.162.35.691.61400000.-0.261776.-0.279274.0.280065.-0.210381.1.460387.-0.280*76,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
0.132,-0.134,9.707,0.132522,-0.111373,9.805115,28.718096666666664,77.133135,192.9,$GNACCURACY.4.1*13,$PMTKAGC.080832.000.4895.4788.6735.6492.0.0.0*65, 
-0.573,-0.29,10.021,0.122207,-0.106185,9.805313,28.718096666666664,77.133135,192.9, , , 
-0.024,-0.055,9.707,0.01889,-0.11206,9.805984,28.718096666666664,77.133135,192.9,$GPGSA.A.3.31.32.26.01.16.03.14......1.09.0.73.0.81*00,$GLGSA.A.3.71.73.74.70.........1.09.0.73.0.81*1D,$BDGSA.A.3.23.13.16.07.10........1.09.0.73.0.81*14
-0.18,-0.134,9.785,-0.025772,-0.112243,9.805969,28.718099999999996,77.13313,193.3,$GAGSA.A.3.09.24...........1.09.0.73.0.81*19,$GPGSV.4.1.15.31.64.029.22.4.41.55.167.34.0.22.50.316..14.47.040.14.8*65,$GPGSV.4.2.15.26.40.145.26.4.01.36.265.13.6.194.35.062..03.28.320.11.9*5B
0.054,-0.134,9.629,-0.054809,-0.112777,9.805847,28.718099999999996,77.13313,193.3,$GPGSV.4.3.15.32.28.069.9.7.193.22.114.11.0.16.19.169.17.8.10.15.136.*6F,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.065.13.2.71.55.026.17.7.70.32.098.16.5.72.25.327.*40
0.132,-0.055,9.785,-0.110748,-0.122146,9.805252,28.718099999999996,77.13313,193.3,$GLGSV.3.2.9.74.13.200.20.2.80.13.029..87.08.297..86.07.243.*46,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.18.0.09.55.034..02.55.166..05.50.215.*70
-0.18,-0.212,9.785,-0.12033,-0.126907,9.805084,28.718099999999996,77.13313,193.3,$BDGSV.4.2.13.07.49.105.26.4.10.46.149.23.6.03.40.127..16.40.062.12.1*72,$BDGSV.4.3.13.06.37.066..20.24.317..25.17.041..01.15.104.*6A,$BDGSV.4.4.13.13.12.181.17.0*4B
-0.259,-0.055,9.707,-0.128555,-0.126785,9.804977,28.718099999999996,77.13313,193.3,$GAGSV.1.1.4.24.59.094.18.2.09.36.083.18.7.03.25.306..15.12.299.*5D,$GNRMC.080833.000.A.2843.0860.N.07707.9878.E.0.000.110.52.101219...A*47,$GNVTG.110.52.T..M.0.000.N.0.000.K.A*24
-0.259,-0.134,9.707,-0.153533,-0.120941,9.804703,28.718099999999996,77.13313,193.3,$PMTKTSX1.72386.-2737.208.36.421.35.668.61500000.-0.256085.-0.273721.-0.137273.-0.210381.1.460387.-0.275*58,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
-0.18,-0.134,9.785,-0.153457,-0.111114,9.80481,28.718099999999996,77.13313,193.3,$GNACCURACY.4.1*13,$PMTKAGC.080833.000.4568.4706.6481.6434.0.0.0*6D, 
-0.102,-0.134,9.707,-0.167099,-0.107299,9.804626,28.718099999999996,77.13313,193.3, , , 
-1.122,-0.212,9.785,-0.190673,-0.102554,9.80426,28.718099999999996,77.13313,193.3, , , 
-0.259,-0.134,9.864,-0.260467,-0.102676,9.802643,28.718099999999996,77.13313,193.3,$GPGSA.A.3.31.32.26.01.16.03.14......1.06.0.72.0.78*08,$GLGSA.A.3.71.73.74.70.........1.06.0.72.0.78*15,$BDGSA.A.3.23.13.16.07.10.02.......1.06.0.72.0.78*1E
0.289,-0.055,9.629,-0.296539,-0.111114,9.801529,28.718099999999996,77.13312666666667,193.9,$GAGSA.A.3.09.24...........1.06.0.72.0.78*11,$GPGSV.4.1.15.31.64.029.22.5.41.55.167.34.0.22.50.316..14.47.040.14.8*64,$GPGSV.4.2.15.26.40.145.32.9.01.36.265.12.1.194.35.062..03.28.320.11.9*55
-0.18,-0.212,9.707,-0.263,-0.114791,9.802444,28.718099999999996,77.13312666666667,193.9,$GPGSV.4.3.15.32.28.069.9.7.193.22.114.12.0.16.19.169.18.1.10.15.136.*6A,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.065.13.2.71.55.026.17.9.70.32.098.16.6.72.25.328.*42
0.054,-0.055,9.629,-0.242599,-0.117431,9.802933,28.718099999999996,77.13312666666667,193.9,$GLGSV.3.2.9.74.13.200.24.9.80.13.029..87.08.297..86.07.243.*49,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.17.7.09.55.034..02.55.166.25.1.05.50.215.*60
-0.102,-0.055,9.629,-0.242218,-0.117584,9.802948,28.718099999999996,77.13312666666667,193.9,$BDGSV.4.2.13.07.49.105.30.4.10.46.149.23.1.03.40.127..16.40.062.15.2*76,$BDGSV.4.3.13.06.37.066..20.24.317..25.17.041..01.15.104.*6A,$BDGSV.4.4.13.13.12.181.17.0*4B
0.132,-0.134,9.707,-0.191711,-0.117935,9.804062,28.718099999999996,77.13312666666667,193.9,$GAGSV.1.1.4.24.59.094.23.9.09.36.083.18.4.03.25.306..15.12.299.*5D,$GNRMC.080834.000.A.2843.0860.N.07707.9876.E.0.000.110.52.101219...A*4E,$GNVTG.110.52.T..M.0.000.N.0.000.K.A*24
0.682,-0.134,9.629,-0.095458,-0.118835,9.805466,28.718099999999996,77.13312666666667,193.9,$PMTKTSX1.73386.-2711.407.36.421.35.653.615a0000.-0.253556.-0.271141.0.050870.-0.210381.1.460387.-0.271*21,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
-0.259,-0.29,9.785,-0.019683,-0.120971,9.805878,28.718099999999996,77.13312666666667,193.9,$GNACCURACY.4.1*13,$PMTKAGC.080834.000.4819.4967.6509.6500.0.0.0*6F, 
0.211,-0.055,9.629,-0.002853,-0.127655,9.805817,28.718099999999996,77.13312666666667,193.9, , , 
0.289,-0.055,9.785,0.027511,-0.131851,9.805725,28.718099999999996,77.13312666666667,193.9, , , 
0.289,-0.134,9.629,0.138305,-0.128845,9.804825,28.718099999999996,77.13312166666667,194.6,$GPGSA.A.3.31.32.26.01.16.03.14......1.09.0.73.0.81*00,$GLGSA.A.3.71.73.74.70.........1.09.0.73.0.81*1D,$BDGSA.A.3.23.13.16.07.10........1.09.0.73.0.81*14
-0.024,-0.134,9.707,0.189758,-0.117416,9.804108,28.718099999999996,77.13312166666667,194.6,$GAGSA.A.3.09.24...........1.09.0.73.0.81*19,$GPGSV.4.1.15.31.64.029.22.1.41.55.167.34.0.22.50.316..14.47.040.19.3*66,$GPGSV.4.2.15.26.40.145.27.0.01.36.265.12.1.194.35.062..03.28.320.11.9*58
0.054,-0.134,9.707,0.170318,-0.109176,9.80455,28.718099999999996,77.13312166666667,194.6,$GPGSV.4.3.15.32.28.069.9.7.193.22.114.12.0.16.19.169.18.2.10.15.136.*69,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.063.13.2.71.55.026.16.7.70.32.098.16.5.72.25.328.*48
0.368,-0.134,9.629,0.179504,-0.10617,9.804428,28.718099999999996,77.13312166666667,194.6,$GLGSV.3.2.9.74.13.200.20.2.80.13.029..87.08.297..86.07.243.*46,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.17.8.09.55.034..02.55.166..05.50.215.*77
0.054,-0.212,9.707,0.218231,-0.109771,9.803604,28.718099999999996,77.13312166666667,194.6,$BDGSV.4.2.13.07.49.105.30.1.10.46.149.23.0.03.40.127..16.40.062.15.2*72,$BDGSV.4.3.13.06.37.066..20.24.317..25.17.041..01.15.104.*6A,$BDGSV.4.4.13.13.12.181.17.0*4B
-0.024,-0.055,9.942,0.196853,-0.117401,9.80397,28.718099999999996,77.13312166666667,194.6,$GAGSV.1.1.4.24.59.094.22.4.09.36.083.17.3.03.25.306..15.12.299.*59,$GNRMC.080835.000.A.2843.0860.N.07707.9873.E.0.000.110.52.101219...A*4A,$GNVTG.110.52.T..M.0.000.N.0.000.K.A*24
0.054,-0.134,9.707,0.14804,-0.119735,9.804794,28.718099999999996,77.13312166666667,194.6,$PMTKTSX1.74386.-2741.280.36.259.35.668.61500000.-0.256085.-0.274128.-0.458129.-0.210381.1.460387.-0.271*5A,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
0.211,-0.134,9.707,0.140808,-0.1194,9.804901,28.718099999999996,77.13312166666667,194.6,$GNACCURACY.4.1*13,$PMTKAGC.080835.000.5001.4972.6508.6460.0.0.0*6C, 
0.368,-0.134,9.55,0.107284,-0.111816,9.80542,28.718099999999996,77.13312166666667,194.6, , , 
-0.024,-0.212,9.785,0.056762,-0.104034,9.805923,28.718099999999996,77.13312166666667,194.6, , , 
0.054,-0.055,9.629,0.012969,-0.099517,9.806122,28.718093333333332,77.13311166666668,195.5,$GPGSA.A.3.31.22.32.26.01.16.03.14.....1.04.0.68.0.78*01,$GLGSA.A.3.71.73.74.70.........1.04.0.68.0.78*1C,$BDGSA.A.3.23.13.16.07.10.02.......1.04.0.68.0.78*17
-0.18,-0.134,9.707,-0.04251,-0.101867,9.806015,28.718093333333332,77.13311166666668,195.5,$GAGSA.A.3.09.24...........1.04.0.68.0.78*18,$GPGSV.4.1.15.31.64.029.18.6.41.55.167.34.0.22.50.316.13.0.14.47.040.19.3*74,$GPGSV.4.2.15.26.40.145.27.3.01.36.265.11.0.194.35.062..03.28.320.17.1*57
-0.18,-0.134,9.707,-0.091506,-0.107925,9.805618,28.718093333333332,77.13311166666668,195.5,$GPGSV.4.3.15.32.28.069.10.8.193.22.114.12.0.16.19.169.19.3.10.15.136.*5E,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.063.11.9.71.55.026.16.9.70.32.098.16.6.72.25.328.*4C
-0.024,-0.055,9.707,-0.150085,-0.112625,9.804855,28.718093333333332,77.13311166666668,195.5,$GLGSV.3.2.9.74.14.201.20.1.80.13.029..87.08.297..86.07.243.*43,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.17.8.09.55.034..02.55.166.23.7.05.50.215.*6F
-0.494,-0.134,9.864,-0.185974,-0.117523,9.804169,28.718093333333332,77.13311166666668,195.5,$BDGSV.4.2.13.07.49.105.28.8.10.46.149.23.3.03.40.127..16.40.062.13.2*77,$BDGSV.4.3.13.06.37.066..20.24.317..25.17.041..01.15.104.*6A,$BDGSV.4.4.13.13.12.181.16.8*42
-0.024,-0.134,9.785,-0.239166,-0.12062,9.802979,28.718093333333332,77.13311166666668,195.5,$GAGSV.1.1.4.24.59.094.21.8.09.36.083.16.5.03.25.306..15.12.299.*51,$GNRMC.080836.000.A.2843.0856.N.07707.9867.E.0.000.110.52.101219...A*49,$GNVTG.110.52.T..M.0.000.N.0.000.K.A*24
-0.18,-0.134,9.785,-0.234634,-0.121047,9.803085,28.718093333333332,77.13311166666668,195.5,$PMTKTSX1.75386.-2780.223.36.227.35.679.61480000.-0.259247.-0.278022.-0.732740.-0.210381.1.460387.-0.271*5D,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
-0.259,-0.134,9.864,-0.232666,-0.120864,9.803131,28.718093333333332,77.13311166666668,195.5,$GNACCURACY.4.1*13,$PMTKAGC.080836.000.4517.4543.6604.6373.0.0.0*68, 
0.211,-0.055,9.864,-0.26509,-0.125854,9.802246,28.718093333333332,77.13311166666668,195.5, , , 
-0.102,0.022,9.785,-0.262374,-0.131179,9.802261,28.718093333333332,77.13311166666668,195.5, , , 
-0.416,-0.134,9.864,-0.203552,-0.133987,9.803619,28.71809166666667,77.13310333333334,196.1,$GPGSA.A.3.31.22.32.26.01.16.03.14.....1.04.0.68.0.78*01,$GLGSA.A.3.71.73.74.70.........1.04.0.68.0.78*1C,$BDGSA.A.3.23.13.16.07.10.02.......1.04.0.68.0.78*17
-0.18,-0.212,9.707,-0.206634,-0.132049,9.803574,28.71809166666667,77.13310333333334,196.1,$GAGSA.A.3.09.24...........1.04.0.68.0.78*18,$GPGSV.4.1.15.31.64.029.20.0.41.55.167.34.0.22.50.316.13.0.14.47.040.20.2*72,$GPGSV.4.2.15.26.40.145.34.5.01.36.265.11.0.194.35.062..03.28.320.17.1*53
0.211,-0.134,9.55,-0.194992,-0.126937,9.803879,28.71809166666667,77.13310333333334,196.1,$GPGSV.4.3.15.32.28.069.10.8.193.22.114.12.0.16.19.169.19.3.10.15.136.*5E,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.063.11.9.71.55.026.17.0.70.32.098.16.7.72.25.328.*45
0.289,-0.055,9.629,-0.105926,-0.122253,9.805313,28.71809166666667,77.13310333333334,196.1,$GLGSV.3.2.9.74.14.201.24.8.80.13.029..87.08.297..86.07.243.*4E,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.17.9.09.55.034..02.55.166.25.6.05.50.215.*69
-0.024,-0.134,9.707,-0.065399,-0.118865,9.80571,28.71809166666667,77.13310333333334,196.1,$BDGSV.4.2.13.07.49.105.28.9.10.46.149.23.3.03.40.127..16.40.062.13.2*76,$BDGSV.4.3.13.06.37.066..20.24.317..25.17.041..01.15.104.*6A,$BDGSV.4.4.13.13.12.181.16.7*4D
-0.024,-0.134,9.785,-0.015319,-0.114151,9.805969,28.71809166666667,77.13310333333334,196.1,$GAGSV.1.1.4.24.59.094.22.2.09.36.083.17.6.03.25.306..15.12.299.*5A,$GNRMC.080837.000.A.2843.0855.N.07707.9862.E.0.000.110.52.101219...A*4E,$GNVTG.110.52.T..M.0.000.N.0.000.K.A*24
-0.102,-0.055,9.707,0.015991,-0.112167,9.805984,28.71809166666667,77.13310333333334,196.1,$PMTKTSX1.76386.-2767.687.36.227.35.676.614a0000.-0.257982.-0.276769.-0.010985.-0.210381.1.460387.-0.271*01,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
0.054,-0.134,9.707,0.025894,-0.106079,9.80603,28.71809166666667,77.13310333333334,196.1,$GNACCURACY.4.0*12,$PMTKAGC.080837.000.4482.4219.6143.6275.0.0.0*6F, 
0.132,-0.055,9.785,0.028579,-0.104034,9.806046,28.71809166666667,77.13310333333334,196.1, , , 
0.054,-0.134,9.707,0.033859,-0.102615,9.806046,28.71809166666667,77.13310333333334,196.1, , , 
0.132,-0.134,9.707,0.060134,-0.104599,9.805908,28.71809,77.133095,196.7,$GPGSA.A.3.31.22.32.26.01.16.03.14.....1.00.0.64.0.76*07,$GLGSA.A.3.71.73.74.70.........1.00.0.64.0.76*1A,$BDGSA.A.3.23.13.16.07.10.02.20......1.00.0.64.0.76*13
-0.024,-0.055,9.707,0.106399,-0.114532,9.805405,28.71809,77.133095,196.7,$GAGSA.A.3.09.24...........1.00.0.64.0.76*1E,$GPGSV.4.1.15.31.64.029.18.8.41.55.167.33.0.22.50.316.11.9.14.47.040.20.1*7E,$GPGSV.4.2.15.26.40.145.29.6.01.36.265.11.0.194.35.062..03.28.320.17.1*5C
0.132,-0.055,9.707,0.116333,-0.119232,9.805222,28.71809,77.133095,196.7,$GPGSV.4.3.15.32.28.069.12.8.193.22.114.12.0.16.19.169.16.9.10.15.136.*59,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.063.14.9.71.55.026.17.2.70.32.098.16.8.72.25.328.*4D
0.368,-0.134,9.707,0.110214,-0.119705,9.805298,28.71809,77.133095,196.7,$GLGSV.3.2.9.74.14.201.21.0.80.13.029..87.08.297..86.07.243.*43,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.18.0.09.55.034..02.55.166.26.4.05.50.215.*6E
0.132,-0.134,9.785,0.13449,-0.12004,9.804993,28.71809,77.133095,196.7,$BDGSV.4.2.13.07.49.105.29.6.10.46.149.23.3.03.40.127..16.40.062.13.2*78,$BDGSV.4.3.13.06.37.066..20.24.317.13.1.25.17.041..01.15.104.*77,$BDGSV.4.4.13.13.12.181.16.7*4D
0.054,-0.212,9.707,0.153579,-0.118453,9.804718,28.71809,77.133095,196.7,$GAGSV.1.1.4.24.59.094.21.9.09.36.083.17.5.03.25.306..15.12.299.*51,$GNRMC.080838.000.A.2843.0854.N.07707.9857.E.0.000.110.52.101219...A*46,$GNVTG.110.52.T..M.0.000.N.0.000.K.A*24
-0.416,-0.212,9.707,0.156814,-0.111968,9.804749,28.71809,77.133095,196.7,$PMTKTSX1.77386.-2719.136.36.130.35.656.61580000.-0.253556.-0.271914.0.428896.-0.210381.1.460387.-0.271*78,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
-0.102,-0.055,9.864,0.158157,-0.110977,9.804733,28.71809,77.133095,196.7,$GNACCURACY.4.0*12,$PMTKAGC.080838.000.4673.4535.6455.6436.0.0.0*66, 
0.211,-0.055,9.785,0.148284,-0.107604,9.804932,28.71809,77.133095,196.7, , , 
0.054,-0.055,9.629,0.079711,-0.101333,9.805801,28.71809,77.133095,196.7, , , 
-0.18,-0.134,9.707,0.028808,-0.10086,9.806076,28.718088333333338,77.13309,196.9,$GPGSA.A.3.31.22.32.26.01.16.03.14.....1.00.0.64.0.76*07,$GLGSA.A.3.71.73.74.70.........1.00.0.64.0.76*1A,$BDGSA.A.3.23.13.16.07.10.02.20......1.00.0.64.0.76*13
-0.337,-0.212,9.864,-0.044509,-0.100769,9.80603,28.718088333333338,77.13309,196.9,$GAGSA.A.3.09.24...........1.00.0.64.0.76*1E,$GPGSV.4.1.15.31.64.029.17.9.41.55.167.33.0.22.50.316.11.9.14.47.040.19.8*73,$GPGSV.4.2.15.26.40.145.26.3.01.36.265.11.2.194.35.062..03.28.320.20.1*50
-0.259,-0.212,9.785,-0.091873,-0.105896,9.805634,28.718088333333338,77.13309,196.9,$GPGSV.4.3.15.32.28.069.12.8.193.22.114.13.0.16.19.169.18.9.10.15.136.*56,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.063.14.9.71.55.026.17.4.70.32.098.16.8.72.25.328.*4B
-0.337,-0.212,9.785,-0.143524,-0.126586,9.804779,28.718088333333338,77.13309,196.9,$GLGSV.3.2.9.74.14.201.20.1.80.13.029..87.08.297..86.07.243.*43,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.18.2.09.55.034..02.55.166.24.4.05.50.215.*6E
-0.259,-0.134,9.785,-0.200057,-0.137542,9.803635,28.718088333333338,77.13309,196.9,$BDGSV.4.2.13.07.49.105.29.1.10.46.149.23.7.03.40.127..16.40.062.13.5*7C,$BDGSV.4.3.13.06.37.066..20.24.317.16.4.25.17.041..01.15.104.*77,$BDGSV.4.4.13.13.12.181.16.6*4C
